DWZZJGDM,SJDWMC,DWXZMC,DWHYMC,GZZWLBMC,DWSZDDM
91370200664518339N,兴业银行股份有限公司青岛分行,其他企业（含民营企业等）,金融业,金融业务人员,山东省青岛市崂山区
121000007178436549,中国兵器工业第二〇五研究所,科研设计单位,科学研究和技术服务业,科学研究人员,陕西省西安市雁塔区
91610131MA7H9J9J9M,陕西电子芯业时代科技有限公司,国有企业,制造业,工程技术人员,陕西省西安市市辖区
91320804MA26RHH403,荣芯半导体（淮安）有限公司,其他企业（含民营企业等）,制造业,工程技术人员,江苏省淮安市淮阴区
91340200MA8N8TNYXF,安徽海创新能源材料有限公司,外商投资企业,制造业,工程技术人员,安徽省芜湖市鸠江区
91420100764602490E,武汉高德红外股份有限公司,其他企业（含民营企业等）,科学研究和技术服务业,工程技术人员,湖北省武汉市洪山区
12990000458492828A,塔里木大学,高等教育单位,教育,教学人员,新疆阿拉尔市
91130000804326890K,中国农业银行股份有限公司河北省分行,国有企业,金融业,工程技术人员,河北省石家庄市桥西区
11100000420003208X,长江航运公安局,机关,卫生和社会工作,公务员,湖北省武汉市江汉区
914403003582363684,深圳竹芒科技有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,其他人员,广东省深圳市南山区
91410100798236580P,河南校信通教育科技有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,教学人员,河南省郑州市金水区
124403004557453164,深圳大学,高等教育单位,教育,科学研究人员,广东省深圳市南山区
91440900748020036U,中国电信股份有限公司茂名分公司,国有企业,信息传输、软件和信息技术服务业,工程技术人员,广东省茂名市市辖区
914413007436809912,惠州市德赛电池有限公司,国有企业,制造业,工程技术人员,广东省惠州市惠城区
91330108699845890R,杭州品联科技有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,其他人员,浙江省杭州市滨江区
12100000425013667B,中国电子科技集团公司第五十研究所,科研设计单位,科学研究和技术服务业,科学研究人员,310107
911101087855034088,神州数码融信软件有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,其他人员,陕西省西安市雁塔区
91330110MA2GKF240G,杭州阿里云飞天信息技术有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,工程技术人员,浙江省杭州市余杭区
91441300721118885X,通力科技股份有限公司,外商投资企业,制造业,工程技术人员,广东省惠州市惠城区
91610132MAC6JDCXXJ,西安商盾科技有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,工程技术人员,陕西省西安市高陵区
91440300279454287J,深圳市博敏电子有限公司,其他企业（含民营企业等）,制造业,其他人员,广东省深圳市宝安区
91440300763458618K,深圳雷曼光电科技股份有限公司,其他企业（含民营企业等）,制造业,工程技术人员,广东省深圳市南山区
91110302717741973K,北京科蓝软件系统股份有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,其他专业技术人员,北京市朝阳区
92371425MAC280A83L,齐河齐骏马术俱乐部中心,个体工商户,文化、体育和娱乐业,体育工作人员,山东省齐河县
12610000435204301X,陕西省荣复军人第二医院（陕西省华山康宁医院）,医疗卫生单位,卫生和社会工作,其他人员,陕西省华阴市
91440101739746644Y,京信通信系统（中国）有限公司,其他企业（含民营企业等）,制造业,其他人员,广东省广州市黄埔区
9132031257263528XP,徐州徐工汽车制造有限公司,国有企业,制造业,工程技术人员,江苏省徐州市铜山区
91650000998974860Q,特变电工股份有限公司新疆变压器厂,外商投资企业,制造业,其他专业技术人员,新疆昌吉市
9161000068159080XL,陕西陕煤黄陵矿业有限公司,国有企业,采矿业,其他人员,陕西省黄陵县
12100000435230200R,西安交通大学,高等教育单位,教育,教学人员,陕西省西安市碑林区
91611105MA7DDR2J4D,陕西智测心控医疗科技有限公司,其他企业（含民营企业等）,科学研究和技术服务业,工程技术人员,陕西省西安市市辖区
916100007552203869,陕西华润万家生活超市有限公司,国有企业,批发和零售业,其他人员,610104
91330301757092939D,浙江长江汽车电子有限公司,外商投资企业,制造业,工程技术人员,浙江省温州市龙湾区
91440101MA5CXET85L,广州昕趣信息技术有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,其他专业技术人员,广东省广州市黄埔区
91640100MAD4H8P32Q,中外运（宁夏）物流发展有限公司,国有企业,交通运输、仓储和邮政业,其他人员,宁夏银川市西夏区
9145080070864475XF,广西扬翔股份有限公司,其他企业（含民营企业等）,农、林、牧、渔业,农林牧渔业技术人员,广西贵港市港南区
91340000711771143J,科大讯飞股份有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,科学研究人员,安徽省合肥市蜀山区
91500107MA5YNT8G3C,重庆市通信产业服务有限公司中冉信息分公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,其他人员,重庆市渝北区
91440300MA5G1AQ17Q,维屿（深圳）科技有限公司,其他企业（含民营企业等）,制造业,其他人员,广东省深圳市南山区
11522727009818263F,平塘县财政局,机关,公共管理、社会保障和社会组织,办事人员和有关人员,贵州省平塘县
91610133MACJYBJF5P,广州知贤道远信息服务有限公司西安分公司,其他企业（含民营企业等）,教育,教学人员,陕西省西安市雁塔区
91610113MA713P3N2C,西安市雁塔区学而思课外培训学校有限公司,其他企业（含民营企业等）,教育,其他人员,陕西省西安市雁塔区
91510107MA6CLYQ522,招银网络科技（深圳）有限公司成都分公司,国有企业,信息传输、软件和信息技术服务业,其他专业技术人员,四川省成都市武侯区
91610131MACHK1E80D,北京明朝信安科技有限公司西安分公司,其他企业（含民营企业等）,科学研究和技术服务业,工程技术人员,陕西省西安市雁塔区
91330108MA27Y3W39A,杭州迦智科技有限公司,其他企业（含民营企业等）,科学研究和技术服务业,工程技术人员,浙江省杭州市滨江区
91510100MA6B5RL026,中科海高（成都）电子技术有限公司,其他企业（含民营企业等）,科学研究和技术服务业,其他专业技术人员,四川省成都市金牛区
915300007604174827,中国移动通信集团云南有限公司,国有企业,信息传输、软件和信息技术服务业,其他专业技术人员,云南省昆明市西山区
91440101725017352U,广东利通科技投资有限公司,国有企业,信息传输、软件和信息技术服务业,其他人员,广东省广州市黄埔区
91510108MA6CTEG153,成都时空天际网吧,其他企业（含民营企业等）,文化、体育和娱乐业,其他专业技术人员,四川省成都市成华区
913301000678586850,杭州中美华东制药江东有限公司,其他企业（含民营企业等）,制造业,其他专业技术人员,浙江省杭州市萧山区
52532524083252181C,建水实验中学,中初教育单位,教育,教学人员,云南省建水县
91320594MADCNJ9F9C,苏州引望智能技术有限公司,其他企业（含民营企业等）,制造业,其他人员,江苏省苏州市市辖区
91440300MA5GYC4Q7X,深圳开鸿数字产业发展有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,工程技术人员,广东省深圳市福田区
91610112243870086Q,中国航发动力股份有限公司,国有企业,制造业,工程技术人员,陕西省西安市未央区
91320100134974572K,南京熊猫电子股份有限公司,国有企业,制造业,工程技术人员,江苏省南京市栖霞区
122300004240104488,哈尔滨理工大学,高等教育单位,教育,教学人员,黑龙江省哈尔滨市南岗区
91310000607671222U,思源电气股份有限公司,外商投资企业,制造业,其他人员,上海市闵行区
91340000MA8QGUX20G,中电信量子信息科技集团有限公司,国有企业,信息传输、软件和信息技术服务业,工程技术人员,安徽省合肥市蜀山区
91370000679212826C,中国电信股份有限公司山东分公司,国有企业,科学研究和技术服务业,工程技术人员,山东省济南市历下区
91510000779841566Y,四川农村商业联合银行股份有限公司,国有企业,金融业,工程技术人员,四川省成都市武侯区
91610131MAB0RLBCX0,易企银（杭州）科技有限公司西安分公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,其他人员,陕西省西安市雁塔区
52370000MJD639659L,山东协和学院,高等教育单位,教育,教学人员,山东省济南市历城区
12610100MB2952275A,西安市高新第二高级中学,中初教育单位,教育,教学人员,陕西省西安市雁塔区
91440101749934315Y,东风汽车有限公司东风日产乘用车公司,外商投资企业,制造业,工程技术人员,广东省广州市花都区
91440112574044897Q,广州三社人力资源有限公司黄埔分公司,其他企业（含民营企业等）,租赁和商务服务业,其他人员,广东省广州市黄埔区
91652327745204067H,新疆天池能源有限责任公司,其他企业（含民营企业等）,电力、热力、燃气及水生产和供应业,其他专业技术人员,新疆昌吉市
