SID,DWZZJGDM,satisfied
1302121080,400007973,1
13020410014,MA0014JX4,1
13020410018,794122869,1
13020410021,748032117,1
13020710027,078624171,1
13020710028,617978068,1
13020710031,91610131750249243R,1
1302110017,437205105,1
1302110018,400013775,1
1302120851,717743469,1
1302120852,726292719,1
1302120853,562144110,1
1302120854,618845558,1
1302120855,726292719,1
1302120858,618445482,1
1302120859,726292719,1
1302120860,776896684,1
1302120861,726292719,1
1302120862,726292719,1
1302120864,71526726X,1
1302121081,757589507,1
1302121082,789597712,1
1302121083,425013931,1
1302121085,733796106,1
1302121089,664529855,1
1302121090,719776088,1
1302121092,095291444,1
1302121093,435230059,1
1302121094,716207592,1
1302121096,726292719,1
1302121097,667952640,1
13020410031,9161013159222113X8,1
13020410033,91330100589865591A,1
13020510001,911100006337095702,1
13020510003,913101207815295127,1
13020510004,618369862,1
13020510006,370200018019931,1
13020510007,661186228,1
13020510008,91350000260188521B,1
1302110019,400003702,1
1302110020,435201274,1
1302110022,400014620,1
1302110023,192203821,1
1302110024,220601836,1
1302110025,43523042X,1
1302110026,435231262,1
1302110027,703099764,1
1302110028,717837449,1
1302110029,425010984,1
1302110030,916100002205216920,1
1302110031,220601836,1
1302110032,49557139X,1
1302110033,400014620,1
1302110034,425010984,1
1302120866,085966161,1
1302120867,587424207,1
1302120868,726292719,1
1302120869,726292719,1
1302120870,102173949,1
1302120871,71526726X,1
1302120872,566026023,1
1302120873,769869338,1
1302120875,562144110,1
1302120876,401749530,1
1302120877,738861288,1
1302121098,400012406,1
1302121099,E80235062,1
1302121100,722617758,1
1302121101,775934503,1
1302121102,726292719,1
1302121103,49350541X,1
1302121104,400003702,1
1302121105,726292719,1
1302121108,575154246,1
1302121109,672975038,1
1302121110,321980847,1
13020510010,91440300755683997C,1
13020510011,705487306,1
13020510012,MA6TYPUP3,1
13020510015,914503007276525368,1
13020510018,596652447,1
13020510019,057364876,1
13020510020,91150404MA0N11LA17,1
1302110035,676770486,1
1302110037,716207592,1
1302110038,768804903,1
1302110039,435230446,1
1302110041,726292719,1
1302110042,324327149,1
1302110043,91610113220601836L,1
1302110044,234567894,1
1302110045,91610138MA6TX5QL5K,1
1302110046,470009026,1
1302110120,91610131668683606U,1
1302110122,91330000788831167A,1
1302120878,787751579,1
1302120879,768225469,1
1302120880,425013667,1
1302120881,562144110,1
1302120882,736239890,1
1302120883,703099764,1
1302120884,726292719,1
1302120885,718789223,1
1302120886,726292719,1
1302120887,121000004352307294,1
1302120888,562144110,1
1302120889,783205749,1
1302121112,103065683,1
1302121113,846465223,1
1302121115,786976426,1
1302121120,30184715X,1
1302121122,726292719,1
1302121123,726171773,1
1302121125,726292719,1
1302121126,726292719,1
1302121128,E80235062,1
1302121129,789331690,1
13020510026,607207841,1
13020510031,555521563,1
13020510033,914403005879163755,1
13020510035,91610131668683606U,1
13020510037,91320104MA1XL4HC0P,1
1302110124,437205105,1
1302110126,91440300322217253A,1
1302110127,437205105,1
1302110128,911101085844819439,1
1302110129,437099090,1
1302110130,400005898,1
1302110131,100016659,1
1302110134,91610000435230446C,1
1302110136,91610000677903439G,1
1302110137,429203011,1
1302110138,E80235062,1
1302120891,73882572X,1
1302120892,321981874,1
1302120894,786713482,1
1302120895,192203821,1
1302120896,775934503,1
1302120897,768225469,1
1302120898,71526726X,1
1302120899,754408889,1
1302120900,711771143,1
1302120901,726292719,1
1302121130,192203821,1
1302121133,435230796,1
1302121134,163578771,1
1302121140,682946791,1
1302121141,716105852,1
1302121142,729947557,1
1302121145,795986888,1
1302121147,775934503,1
1302121151,MA6TX2042,1
1302121152,400000624,1
13020510039,14306073X,1
13020510042,192203821,1
13020510043,91610133MA6TY7BW0G,1
13020510047,91410100326790524M,1
13020510048,682274059,1
13020510049,794122869,1
13020510052,91310000MA1FL0HA77,1
1302110142,703099764,1
1302110143,416306716,1
1302110144,E80235062,1
1302110145,450751450,1
1302110146,450751450,1
1302110147,12100000435230972Y,1
1302110148,437205105,1
1302110150,425010984,1
1302110151,703099764,1
1302110152,91610131668683606U,1
1302110153,415804385,1
1302110154,91440300580094313M,1
1302110155,192203821,1
1302120902,769900358,1
1302120903,726292719,1
1302120905,726292719,1
1302120906,775934503,1
1302120907,775934503,1
1302120908,668652770,1
1302120910,726292719,1
1302120911,755585983,1
1302120912,726292719,1
1302120913,726292719,1
1302120914,726292719,1
1302121153,775934503,1
1302121154,726292719,1
1302121155,279422189,1
1302121156,775934503,1
1302121157,726292719,1
1302121159,703240641,1
1302121160,775934503,1
1302121161,084064051,1
1302121162,570236218,1
1302121163,671520146,1
13020510053,692947392,1
13020510054,732069150,1
13020510055,MA6TXFRW9,1
13020510056,91110108783957342M,1
13020510057,91440700797743345U,1
13020510058,911100007187892239,1
13020510059,91610113MA6TYJEU6K,1
13020510060,794122869,1
13020510061,333810546,1
1302110161,12100000466006770Q,1
1302110162,435200407,1
1302110166,426090920,1
1302110167,126100004372027642,1
1302110168,435201274,1
1302110169,435204408,1
1302110171,437200830,1
1302110175,111222335,1
1302110178,450751450,1
1302110180,717812647,1
1302120915,426090234,1
1302120916,401706565,1
1302120917,726292719,1
1302120918,055059886,1
1302120919,726292719,1
1302120921,192203821,1
1302120923,775934503,1
1302120924,437200830,1
1302120925,726292719,1
1302120927,673017480,1
1302120928,703099764,1
1302121164,733796106,1
1302121166,600065238,1
1302121167,717837596,1
1302121169,726292719,1
1302121171,661186228,1
1302121173,775934503,1
1302121174,322217253,1
1302121175,72547107X,1
1302121176,485222364,1
1302121177,673033122,1
13020510065,683791058,1
13020510066,72786204X,1
13020510067,745856591,1
13020510068,592366240,1
13020510070,91110108MA00332F7P,1
13020510072,711771143,1
13020510073,MA6TY16T8,1
13020510074,333810546,1
13020510076,91110108MA005RWD8T,1
1302110182,121000004352307294,1
1302110183,405700021,1
1302110186,466007597,1
1302110187,12520000429202633X,1
1302110193,121000004352307294,1
1302110194,125100007175954436,1
1302110195,914403001922038216,1
1302110196,91320100MA1MX58Y1Q,1
1302110197,437205105,1
1302120746,163047727,1
1302120929,726292719,1
1302120930,846465223,1
1302120931,722715964,1
1302120933,49350541X,1
1302120934,400005898,1
1302120935,775934503,1
1302120936,437200830,1
1302120937,H0420141X,1
1302120938,192203821,1
1302120941,726292719,1
1302121179,192203821,1
1302121180,777463274,1
1302121181,691700232,1
1302121182,192203821,1
1302121185,27939873X,1
1302121188,775934503,1
1302121189,400012449,1
1302121190,726292719,1
1302121191,051092849,1
1302121192,671520146,1
1302121193,575052725,1
13020510079,775785552,1
13020510080,455756074,1
13020510081,067278357,1
13020510082,715222467,1
13020510083,915203006884303231,1
13020510088,711771143,1
13020510089,618815578,1
1302120747,317259184,1
1302120748,192203821,1
1302120749,703099764,1
1302120750,846465223,1
1302120751,400011040,1
1302120752,27939873X,1
1302120753,683868131,1
1302120754,726292719,1
1302120755,192203821,1
1302120756,775934503,1
1302120757,775934503,1
1302120943,400014620,1
1302120944,726292719,1
1302120945,796625582,1
1302120947,587584884,1
1302120948,726292719,1
1302120950,429204110,1
1302120951,703099764,1
1302120953,726292719,1
1302120955,665865930,1
1302120957,682219885,1
1302120958,437200830,1
1302121194,703414699,1
1302121195,726292719,1
1302121196,745152789,1
1302121197,775934503,1
1302121198,437200830,1
1302121200,715848099,1
1302121202,736239890,1
1302121203,253901501,1
1302121204,776892085,1
1302121205,726292719,1
1302121206,069397472,1
13020510092,098750271,1
13020520002,067900353,1
13020520003,91110108MA005RWD8T,1
13020520004,731102852,1
13020520013,080264363,1
1302120758,781812828,1
1302120759,797915653,1
1302120760,748703478,1
1302120761,583446951,1
1302120762,192203821,1
1302120763,067758342,1
1302120764,084064051,1
1302120765,192203821,1
1302120766,418806554,1
1302120767,073025153,1
1302120768,787751579,1
1302120770,754408889,1
1302120960,726292719,1
1302120961,426090234,1
1302120962,70779772X,1
1302120964,673017480,1
1302120965,401749530,1
1302120966,H0420141X,1
1302120968,726292719,1
1302120969,400014727,1
1302120971,726290051,1
1302120973,726290051,1
1302121207,717801729,1
1302121208,607312385,1
1302121209,401749530,1
1302121211,727215176,1
1302121213,356469002,1
1302121214,775934503,1
1302121215,067338559,1
1302121218,596304143,1
1302121219,H0420141X,1
1302121220,726292719,1
13020520015,333810546,1
13020520016,333810546,1
13020520017,333810546,1
13020520020,71526726X,1
13020520021,623100438,1
13020520022,793526159,1
13020520026,76880863X,1
13020520027,91610131333726387Q,1
1302120773,177717592,1
1302120774,783205749,1
1302120775,726292719,1
1302120776,279422189,1
1302120778,051551101,1
1302120779,192203821,1
1302120780,562144110,1
1302120782,091662391,1
1302120783,321980847,1
1302120784,671920959,1
1302120785,085098261,1
1302120974,400019050,1
1302120975,416526153,1
1302120976,70779772X,1
1302120977,726292719,1
1302120978,726292719,1
1302120979,726292719,1
1302120981,726292719,1
1302120982,75783164X,1
1302120983,220940950,1
1302120984,10331386X,1
1302120985,726290051,1
1302121221,79892691X,1
1302121225,673258807,1
1302121226,697927876,1
1302121227,623747661,1
1302121228,177717592,1
1302121229,618845558,1
1302121230,401749530,1
1302121231,726292719,1
1302121232,672975038,1
1302121233,758842068,1
13020520028,333810546,1
13020520031,578816495,1
13020520034,192203821,1
13020520039,333810546,1
13020520040,566019659,1
13020520042,52610103399078634F,1
1302120786,751866155,1
1302120787,797915653,1
1302120788,253933976,1
1302120789,726292719,1
1302120790,797915653,1
1302120791,703099764,1
1302120792,253933976,1
1302120793,717809966,1
1302120794,785639591,1
1302120795,562144110,1
1302120796,777463274,1
1302120986,726292719,1
1302120987,726292719,1
1302120988,192198946,1
1302120989,703099764,1
1302120990,726292719,1
1302120991,425013931,1
1302120992,726292719,1
1302120993,425013931,1
1302120994,279422189,1
1302120995,671920959,1
1302120996,618932432,1
1302121234,673262558,1
1302121235,319776273,1
1302121236,JA0204323,1
1302121237,192203821,1
1302121238,555176712,1
1302121239,775934503,1
1302121240,726292719,1
1302121242,726292719,1
1302121243,703099764,1
1302121244,775934503,1
1302121245,750220715,1
1302120797,789331690,1
1302120798,333679074,1
1302120799,202460646,1
1302120801,769900358,1
1302120803,71526726X,1
1302120804,279422189,1
1302120805,600038766,1
1302120806,735866286,1
1302120807,682219885,1
1302120808,792783700,1
1302120809,321980847,1
1302120999,726292719,1
1302121000,775934503,1
1302121001,102353034,1
1302121005,727215176,1
1302121007,716207592,1
1302121008,726292719,1
1302121009,726292719,1
1302121010,726292719,1
1302121011,192203821,1
1302121013,726292719,1
1302121014,425011194,1
1302121246,562144110,1
1302121247,132292535,1
1302121248,192203821,1
1302121249,78365435X,1
1302121250,797915653,1
1302121251,400006516,1
1302121252,726292719,1
1302121253,091563393,1
1302121254,400006516,1
1302121255,302264001,1
1302121256,775934503,1
13020610007,583197764,1
13020610009,739746644,1
13020610011,355230825,1
13020610013,149397712,1
13020610016,178961298,1
13020151026,911101057916045049,1
13020410003,310114002322301,1
13020410009,794122869,1
13020410010,485222364,1
13020410011,732973318,1
13020410013,697136927,1
1301120744,783205749,1
1301120745,672975038,1
1301310069,12450000498671388Q,1
1301310082,12100000437096236G,1
1301310083,416306716,1
1301310099,416528669,1
1301310100,1261000074128192XC,1
1301310108,124100004165265089,1
1301310114,A1100000MK0048699Y,1
13020120093,91610131566018314C,1
13020120095,612017727,1
13020120096,74586994X,1
13020120097,91371100168357011L,1
13020120099,333810546,1
13020120100,618828686,1
13020120101,763394140,1
13020120104,59222113X,1
13020181052,9144030071526726XG,1
13020181056,192382487,1
1301120557,596304143,1
1301120558,775934503,1
1301120560,688720056,1
1301120561,587411844,1
1301120562,132206043,1
1301120563,400002195,1
1301120564,587425859,1
1301120565,618845558,1
1301120566,71526726X,1
1301120567,663487075,1
1301120568,716207592,1
1301320541,454000005,1
13020110001,087707286,1
13020110002,665604677,1
13020110003,91620300745881551Q,1
13020110004,91440104745974328T,1
13020120106,101194908,1
13020120109,91110107681966440F,1
13020130003,892254961,1
13020130007,711771143,1
13020130010,746604564,1
13020181059,91440300715224278U,1
1301120569,169999577,1
1301120570,789597712,1
1301120571,726292719,1
1301120572,073439794,1
1301120573,735354889,1
1301120574,324244415,1
1301120575,450751450,1
1301120576,71526726X,1
1301120577,775934503,1
1301120579,300452033,1
13020110005,192382487,1
13020110007,686900942,1
13020110008,705487306,1
13020110010,078624171,1
13020110011,730431187,1
13020110012,662956992,1
13020110014,192174389,1
13020110015,914403005879163755,1
13020110018,91610116MA6TYD451U,1
13020130012,566019659,1
13020130019,792021327,1
13020130024,739746644,1
13020188018,72576928X,1
13020188021,MA6TYPUP3,1
1301120580,163047727,1
1301120581,71526726X,1
1301120582,726292719,1
1301120583,39906243X,1
1301120584,58643354X,1
1301120586,717743469,1
1301120587,726292719,1
1301120588,700034420,1
1301120589,726292719,1
1301120590,192203821,1
1301120591,761968817,1
13020110020,192203821,1
13020110025,892254961,1
13020110026,91450103073756976M,1
13020110027,192203821,1
13020110029,91610301735380542Y,1
13020110032,56600924X,1
13020110033,59779210X,1
13020110034,673017480,1
13020130028,611008511,1
13020130038,MA6TY16T8,1
13020130039,91410100326790524M,1
13020188034,91610103MA6U1D2844,1
13020188037,333681326,1
13020188039,051388463,1
1301120592,329559037,1
1301120593,682946791,1
1301120594,27939873X,1
1301120595,710937404,1
1301120596,733796106,1
1301120597,322361626,1
1301120598,79160212X,1
1301120599,726292719,1
1301120600,710927388,1
1301120601,75657790X,1
1301120602,069397472,1
13020110035,890346651,1
13020110040,711771143,1
13020110041,91110108MA005RWD8T,1
13020110042,333810546,1
13020110044,91110108MA005RWD8T,1
13020110045,793402981,1
13020130044,710977537,1
13020130045,682219885,1
13020130047,470029406,1
13020130049,91350105705119984B,1
13020130050,911101085603520398,1
13020130051,9143010266858793XC,1
13020130052,555683159,1
13020199004,711771143,1
13020199007,671504701,1
1301120603,775934503,1
1301120604,397109142,1
1301120605,703099764,1
1301120606,163578771,1
1301120607,726292719,1
1301120608,562144110,1
1301120609,726292719,1
1301120610,789331690,1
1301120611,100001342,1
1301120612,717743469,1
1301120613,783991313,1
13020110050,526101137428136170,1
13020110055,59222113X,1
13020110056,59222113X,1
13020110057,231213038,1
13020110059,91330100754408889H,1
13020110060,631242700,1
13020110061,099623370,1
13020110063,722997404,1
13020130060,775934503,1
13020130068,711771143,1
13020130069,711771143,1
13020130071,911101085674051211,1
13020199025,711771143,1
13020199026,9144190039807595XC,1
1301120614,300452033,1
1301120615,789331690,1
1301120616,726292719,1
1301120617,733458879,1
1301120618,397559071,1
1301120619,726292719,1
1301120620,110051570,1
1301120621,583060522,1
1301120622,775934503,1
1301120623,68670030X,1
1301120624,352049692,1
13020110064,91540000219667301T,1
13020110066,91610116MA6TYPUP3F,1
13020110068,773282177,1
13020110070,787933081,1
13020110073,294264385,1
13020110074,688732751,1
13020110077,91421000178961247G,1
13020140001,333810546,1
13020140003,911101086003836827,1
13020140004,67858429X,1
13020140005,333810546,1
13020199046,91610131668680210X,1
1301120625,726292719,1
1301120626,754961764,1
1301120627,551351886,1
1301120628,726292719,1
1301120629,726292719,1
1301120630,607280598,1
1301120631,726290051,1
1301120633,726292719,1
